Ship Mode,Ship Date,Order Date,Customer ID,Product ID
Standard Class,2020-06-30,2020-06-24,MC-17635,OFF-BI-10004632
Standard Class,2020-07-26,2020-07-21,SW-20350,OFF-BI-10001670
Standard Class,2020-07-27,2020-07-21,AM-10705,OFF-BI-10003355
Standard Class,2020-07-12,2020-07-08,VF-21715,OFF-BI-10001543
Standard Class,2020-07-05,2020-06-30,VP-21730,OFF-BI-10004492
Standard Class,2020-09-06,2020-09-02,AH-10210,OFF-BI-10003650
Standard Class,2020-09-14,2020-09-07,RD-19660,OFF-BI-10003650
Standard Class,2020-08-08,2020-08-04,HM-14860,OFF-BI-10002827
Standard Class,2020-08-04,2020-07-31,LB-16795,OFF-BI-10002897
Standard Class,2020-08-23,2020-08-19,DO-13435,OFF-BI-10002133
Standard Class,2020-08-25,2020-08-18,CK-12205,OFF-BI-10004817
Standard Class,2020-08-23,2020-08-17,AH-10120,OFF-BI-10002735
Standard Class,2020-06-28,2020-06-24,SC-20575,OFF-BI-10002735
Standard Class,2020-04-27,2020-04-21,RP-19390,OFF-BI-10002049
Standard Class,2020-04-27,2020-04-21,RP-19390,OFF-BI-10004140
Standard Class,2020-04-22,2020-04-16,ND-18370,OFF-BI-10000632
Standard Class,2020-04-18,2020-04-11,SC-20050,OFF-BI-10004738
Standard Class,2020-05-10,2020-05-04,MY-18295,OFF-BI-10003694
Standard Class,2020-05-10,2020-05-05,YS-21880,OFF-BI-10004965
Standard Class,2020-05-06,2020-04-30,QJ-19255,OFF-BI-10002353
Standard Class,2020-05-04,2020-04-30,MH-18115,OFF-BI-10000822
Standard Class,2020-03-23,2020-03-18,CD-11980,OFF-BI-10004632
Standard Class,2020-04-15,2020-04-08,DM-13345,OFF-BI-10001359
Standard Class,2020-06-10,2020-06-03,NR-18550,OFF-BI-10002432
Standard Class,2020-06-26,2020-06-19,DB-13270,OFF-BI-10003166
Standard Class,2020-06-28,2020-06-22,PL-18925,OFF-BI-10003166
Standard Class,2020-06-29,2020-06-22,JK-15730,OFF-BI-10002432
Standard Class,2020-06-26,2020-06-20,JE-15475,OFF-BI-10001098
Standard Class,2020-06-19,2020-06-12,ME-17320,OFF-BI-10000977
Standard Class,2020-05-17,2020-05-13,BM-11650,OFF-BI-10004632
Standard Class,2020-12-02,2020-11-27,JR-16210,OFF-BI-10004519
Standard Class,2020-12-01,2020-11-24,MY-17380,OFF-BI-10000216
Standard Class,2020-11-17,2020-11-11,CG-12040,OFF-BI-10002949
Standard Class,2020-12-23,2020-12-18,BP-11290,OFF-BI-10004209
Standard Class,2020-12-28,2020-12-24,HG-15025,OFF-BI-10001900
Standard Class,2020-12-30,2020-12-24,DP-13105,OFF-BI-10001679
Standard Class,2020-12-09,2020-12-05,AB-10165,OFF-BI-10001617
Standard Class,2020-12-08,2020-12-04,CM-12160,OFF-BI-10004364
Standard Class,2020-12-13,2020-12-09,NC-18535,OFF-BI-10000279
Standard Class,2020-09-29,2020-09-24,PP-18955,OFF-BI-10004002
Standard Class,2020-10-06,2020-10-02,RF-19735,OFF-BI-10003638
Standard Class,2020-09-15,2020-09-10,SN-20560,OFF-BI-10003527
Standard Class,2020-11-08,2020-11-03,DM-13015,OFF-BI-10000216
Standard Class,2020-11-06,2020-10-30,MM-18055,OFF-BI-10004330
Standard Class,2020-11-02,2020-10-27,NB-18655,OFF-BI-10001097
Standard Class,2020-10-18,2020-10-12,ML-18040,OFF-BI-10002082
Standard Class,2020-10-31,2020-10-26,JF-15190,OFF-BI-10004330
Standard Class,2020-10-28,2020-10-23,RB-19330,OFF-BI-10000962
Standard Class,2019-07-14,2019-07-08,CC-12220,OFF-BI-10004209
Standard Class,2019-07-26,2019-07-22,MF-17665,OFF-BI-10002012
Standard Class,2019-07-24,2019-07-18,LS-16945,OFF-BI-10004967
Standard Class,2019-09-09,2019-09-03,CS-11950,OFF-BI-10004236
Standard Class,2019-09-02,2019-08-29,RB-19465,OFF-BI-10002609
Standard Class,2019-09-14,2019-09-10,BD-11770,OFF-BI-10004826
Standard Class,2019-09-14,2019-09-10,BD-11770,OFF-BI-10004364
Standard Class,2019-08-14,2019-08-09,GH-14410,OFF-BI-10003314
Standard Class,2019-08-03,2019-07-29,RH-19555,OFF-BI-10002429
Standard Class,2019-08-04,2019-07-30,LS-16975,OFF-BI-10002353
Standard Class,2019-06-06,2019-06-02,EH-13765,OFF-BI-10000138
Standard Class,2019-08-21,2019-08-15,ME-17725,OFF-BI-10001989
Standard Class,2019-03-08,2019-03-04,RD-19480,OFF-BI-10003876
Standard Class,2019-03-24,2019-03-20,ZC-21910,OFF-BI-10002498
Standard Class,2019-03-24,2019-03-19,CC-12610,OFF-BI-10001153
Standard Class,2019-02-03,2019-01-30,DF-13135,OFF-BI-10000546
Standard Class,2019-02-25,2019-02-21,LC-16960,OFF-BI-10003727
Standard Class,2019-05-28,2019-05-21,SH-19975,OFF-BI-10003429
Standard Class,2019-05-19,2019-05-14,MK-17905,OFF-BI-10001718
Standard Class,2019-06-04,2019-05-30,MY-17380,OFF-BI-10000831
Standard Class,2019-06-02,2019-05-29,RB-19360,OFF-BI-10002414
Standard Class,2019-12-28,2019-12-23,NM-18520,OFF-BI-10001267
Standard Class,2019-12-17,2019-12-10,AP-10915,OFF-BI-10001718
Standard Class,2019-12-10,2019-12-05,IM-15070,OFF-BI-10003656
Standard Class,2019-12-08,2019-12-04,LM-17065,OFF-BI-10000301
Standard Class,2019-12-12,2019-12-06,GT-14710,OFF-BI-10001658
Standard Class,2020-03-02,2020-02-25,MH-18025,OFF-BI-10002609
Standard Class,2020-03-17,2020-03-13,JB-16000,OFF-BI-10002026
Standard Class,2020-01-13,2020-01-09,BP-11290,OFF-BI-10004632
Standard Class,2020-01-13,2020-01-07,TS-21085,OFF-BI-10000145
Standard Class,2020-01-03,2019-12-29,MP-17965,OFF-BI-10000145
Standard Class,2020-02-08,2020-02-03,MC-17575,OFF-BI-10002071
Standard Class,2019-10-14,2019-10-10,EB-13975,OFF-BI-10002557
Standard Class,2019-10-03,2019-09-29,JK-15730,OFF-BI-10001989
Standard Class,2019-10-02,2019-09-27,BM-11650,OFF-BI-10002764
Standard Class,2019-09-16,2019-09-11,AS-10090,OFF-BI-10004141
Standard Class,2019-09-17,2019-09-11,NZ-18565,OFF-BI-10001658
Standard Class,2019-11-22,2019-11-17,MS-17365,OFF-BI-10004140
Standard Class,2019-11-25,2019-11-19,NP-18685,OFF-BI-10000320
Standard Class,2019-11-24,2019-11-20,SJ-20500,OFF-BI-10002133
Standard Class,2019-11-26,2019-11-22,RD-19585,OFF-BI-10002852
Standard Class,2019-11-09,2019-11-05,EP-13915,OFF-BI-10001989
Standard Class,2019-11-09,2019-11-05,EP-13915,OFF-BI-10004364
Standard Class,2020-07-25,2020-07-21,SW-20455,OFF-BI-10001524
Standard Class,2020-08-01,2020-07-28,MH-17620,OFF-BI-10000145
Standard Class,2020-07-18,2020-07-14,TC-21295,OFF-BI-10004022
Standard Class,2020-07-16,2020-07-11,TS-21430,OFF-BI-10003708
Standard Class,2020-09-04,2020-08-31,AW-10930,OFF-BI-10004022
Standard Class,2020-09-06,2020-09-02,JL-15235,OFF-BI-10000138
Standard Class,2020-09-08,2020-09-03,SC-20050,OFF-BI-10002225
Standard Class,2020-09-08,2020-09-04,CV-12805,OFF-BI-10001757
Standard Class,2020-08-11,2020-08-07,JL-15505,OFF-BI-10000216
Standard Class,2020-08-11,2020-08-07,JL-15505,OFF-BI-10003355
Standard Class,2020-08-20,2020-08-13,MK-17905,OFF-BI-10000069
Standard Class,2020-05-02,2020-04-25,LL-16840,OFF-BI-10000666
Standard Class,2020-04-05,2020-04-01,MS-17365,OFF-BI-10001294
Standard Class,2020-05-18,2020-05-12,CS-12175,OFF-BI-10001900
Standard Class,2020-12-02,2020-11-27,BD-11320,OFF-BI-10001989
Standard Class,2020-11-25,2020-11-21,PJ-18835,OFF-BI-10001191
Standard Class,2020-11-16,2020-11-11,GA-14725,OFF-BI-10000977
Standard Class,2020-12-21,2020-12-17,LC-17140,OFF-BI-10000605
Standard Class,2020-12-29,2020-12-25,FH-14365,OFF-BI-10001718
Standard Class,2020-12-14,2020-12-08,DM-13345,OFF-BI-10001670
Standard Class,2020-12-14,2020-12-08,DM-13345,OFF-BI-10002854
Standard Class,2020-12-17,2020-12-10,BP-11185,OFF-BI-10001597
Standard Class,2020-12-17,2020-12-10,BP-11185,OFF-BI-10001097
Standard Class,2020-09-30,2020-09-23,BS-11755,OFF-BI-10000822
Standard Class,2020-10-10,2020-10-05,MP-18175,OFF-BI-10001097
Standard Class,2020-10-10,2020-10-05,MP-18175,OFF-BI-10002571
Standard Class,2020-10-08,2020-10-02,PV-18985,OFF-BI-10002854
Standard Class,2020-09-19,2020-09-15,RD-19480,OFF-BI-10004528
Standard Class,2020-09-21,2020-09-15,ES-14020,OFF-BI-10004390
Standard Class,2020-11-12,2020-11-07,TS-21505,OFF-BI-10002982
Standard Class,2020-10-20,2020-10-13,JW-15220,OFF-BI-10003527
Standard Class,2020-10-23,2020-10-19,JS-16030,OFF-BI-10004826
Standard Class,2019-07-31,2019-07-25,SC-20095,OFF-BI-10002498
Standard Class,2019-06-11,2019-06-07,FM-14290,OFF-BI-10003305
Standard Class,2019-09-06,2019-09-02,LR-16915,OFF-BI-10001553
Standard Class,2019-08-15,2019-08-08,CA-12055,OFF-BI-10002160
Standard Class,2019-08-28,2019-08-21,SC-20230,OFF-BI-10004465
Standard Class,2019-03-20,2019-03-14,SP-20650,OFF-BI-10003291
Standard Class,2019-03-18,2019-03-13,DB-13360,OFF-BI-10001036
Standard Class,2019-02-03,2019-01-30,JF-15490,OFF-BI-10000014
Standard Class,2019-05-25,2019-05-20,RB-19465,OFF-BI-10004728
Standard Class,2019-05-24,2019-05-19,BT-11395,OFF-BI-10004817
Standard Class,2019-06-03,2019-05-28,CL-12565,OFF-BI-10002215
Standard Class,2019-04-16,2019-04-12,BP-11290,OFF-BI-10004826
Standard Class,2019-04-17,2019-04-10,BT-11680,OFF-BI-10000069
Standard Class,2019-04-16,2019-04-10,FM-14215,OFF-BI-10000174
Standard Class,2019-04-27,2019-04-23,AF-10870,OFF-BI-10002764
Standard Class,2019-04-27,2019-04-23,GK-14620,OFF-BI-10004593
Standard Class,2019-12-20,2019-12-13,RW-19630,OFF-BI-10001759
Standard Class,2019-12-07,2019-12-02,KD-16495,OFF-BI-10000632
Standard Class,2019-12-07,2019-12-02,KD-16495,OFF-BI-10002353
Standard Class,2019-12-10,2019-12-06,AP-10720,OFF-BI-10003727
Standard Class,2019-12-10,2019-12-06,AP-10720,OFF-BI-10002026
Standard Class,2020-03-21,2020-03-16,KD-16615,OFF-BI-10004236
Standard Class,2020-03-21,2020-03-16,KD-16615,OFF-BI-10001757
Standard Class,2020-03-10,2020-03-06,BF-11170,OFF-BI-10004182
Standard Class,2020-03-13,2020-03-09,KB-16315,OFF-BI-10003910
Standard Class,2020-03-15,2020-03-08,AH-10210,OFF-BI-10003876
Standard Class,2020-01-06,2019-12-31,BP-11155,OFF-BI-10004233
Standard Class,2020-01-02,2019-12-29,PF-19225,OFF-BI-10000138
Standard Class,2020-01-07,2020-01-03,CM-12385,OFF-BI-10004584
Standard Class,2020-02-02,2020-01-29,VG-21790,OFF-BI-10002498
Standard Class,2020-02-07,2020-02-02,BO-11350,OFF-BI-10003638
Standard Class,2020-01-29,2020-01-24,KD-16495,OFF-BI-10004318
Standard Class,2019-10-13,2019-10-07,TB-21250,OFF-BI-10004001
Standard Class,2019-10-19,2019-10-13,LC-16885,OFF-BI-10004781
Standard Class,2019-10-03,2019-09-29,AR-10540,OFF-BI-10002982
Standard Class,2019-10-31,2019-10-27,PA-19060,OFF-BI-10004308
Standard Class,2019-11-02,2019-10-27,BP-11095,OFF-BI-10001628
Standard Class,2019-09-17,2019-09-11,EB-14110,OFF-BI-10001658
Standard Class,2019-09-24,2019-09-20,GM-14695,OFF-BI-10000977
Standard Class,2019-09-24,2019-09-20,GM-14695,OFF-BI-10003656
Standard Class,2019-09-23,2019-09-19,FH-14275,OFF-BI-10002309
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-BI-10002071
Standard Class,2019-11-08,2019-11-03,XP-21865,OFF-BI-10003981
Standard Class,2019-11-10,2019-11-05,CS-12400,OFF-BI-10003963
Standard Class,2019-11-08,2019-11-04,CW-11905,OFF-BI-10000494
Standard Class,2019-11-08,2019-11-04,CW-11905,OFF-BI-10003314
Standard Class,2019-11-16,2019-11-11,LP-17080,OFF-BI-10001890
Standard Class,2019-11-12,2019-11-07,LD-17005,OFF-BI-10001543
Standard Class,2020-06-07,2020-06-03,SS-20140,OFF-BI-10002049
Standard Class,2020-09-29,2020-09-23,DB-13660,OFF-BI-10000977
Standard Class,2020-12-18,2020-12-14,MP-18175,OFF-BI-10000174
Standard Class,2020-08-13,2020-08-07,JK-15370,OFF-BI-10000404
Standard Class,2020-12-05,2020-12-01,CC-12550,OFF-BI-10003429
Standard Class,2020-05-24,2020-05-19,SA-20830,OFF-BI-10002082
Standard Class,2020-08-24,2020-08-17,RW-19540,OFF-BI-10004230
Standard Class,2020-05-04,2020-04-30,NZ-18565,OFF-BI-10002071
Standard Class,2020-08-24,2020-08-17,RW-19540,OFF-BI-10000174
Standard Class,2020-03-08,2020-03-02,KD-16615,OFF-BI-10004224
Standard Class,2020-07-06,2020-06-29,CT-11995,OFF-BI-10000632
Standard Class,2020-09-08,2020-09-04,RA-19285,OFF-BI-10004632
Standard Class,2021-01-03,2020-12-30,EB-13975,OFF-BI-10004632
Standard Class,2021-01-03,2020-12-30,EB-13975,OFF-BI-10002103
First Class,2020-08-22,2020-08-21,PR-18880,OFF-BI-10000962
Second Class,2020-04-25,2020-04-23,JF-15355,OFF-BI-10003638
Second Class,2020-08-29,2020-08-27,DR-12880,OFF-BI-10003650
First Class,2020-10-02,2020-09-29,PG-18820,OFF-BI-10003364
Second Class,2020-12-21,2020-12-16,AY-10555,OFF-BI-10002949
Second Class,2020-12-23,2020-12-18,RA-19915,OFF-BI-10003364
Second Class,2020-09-04,2020-09-02,MH-17290,OFF-BI-10004330
First Class,2020-07-26,2020-07-23,TB-21520,OFF-BI-10003429
First Class,2020-06-30,2020-06-29,WB-21850,OFF-BI-10003091
Second Class,2020-09-06,2020-09-04,PK-19075,OFF-BI-10004022
Second Class,2020-08-04,2020-08-01,HK-14890,OFF-BI-10002735
Second Class,2020-08-22,2020-08-20,GM-14500,OFF-BI-10002867
Second Class,2020-04-29,2020-04-25,MB-18085,OFF-BI-10002103
First Class,2020-03-26,2020-03-25,CV-12295,OFF-BI-10002026
Second Class,2020-03-22,2020-03-19,SA-20830,OFF-BI-10000343
First Class,2020-03-22,2020-03-19,ND-18370,OFF-BI-10004970
Second Class,2020-03-22,2020-03-19,SA-20830,OFF-BI-10001553
Second Class,2020-03-23,2020-03-21,SC-20725,OFF-BI-10003981
Second Class,2020-03-23,2020-03-21,SC-20725,OFF-BI-10001031
First Class,2020-06-20,2020-06-17,KD-16345,OFF-BI-10001721
Same Day,2020-12-03,2020-12-02,AM-10360,OFF-BI-10000632
Same Day,2020-12-03,2020-12-02,AM-10360,OFF-BI-10004187
First Class,2020-11-15,2020-11-12,JE-15610,OFF-BI-10003460
Second Class,2020-11-22,2020-11-20,LP-17080,OFF-BI-10000069
Second Class,2020-12-24,2020-12-19,MM-17920,OFF-BI-10001510
Second Class,2020-12-20,2020-12-16,KM-16225,OFF-BI-10003196
First Class,2020-12-20,2020-12-17,HR-14770,OFF-BI-10000320
First Class,2020-12-25,2020-12-24,RM-19675,OFF-BI-10001670
Same Day,2020-09-26,2020-09-26,RA-19885,OFF-BI-10002215
Same Day,2020-09-26,2020-09-26,RA-19885,OFF-BI-10003925
First Class,2020-10-02,2020-10-01,NS-18505,OFF-BI-10001922
First Class,2020-10-02,2020-10-01,NS-18505,OFF-BI-10002012
Same Day,2020-09-10,2020-09-10,FH-14275,OFF-BI-10004140
Second Class,2020-11-04,2020-11-02,NL-18310,OFF-BI-10003718
First Class,2020-10-14,2020-10-12,NK-18490,OFF-BI-10001191
Second Class,2020-10-22,2020-10-20,JE-16165,OFF-BI-10001787
Same Day,2019-06-28,2019-06-28,CS-12250,OFF-BI-10001524
Same Day,2019-06-28,2019-06-28,CS-12250,OFF-BI-10002764
First Class,2019-06-07,2019-06-05,CK-12205,OFF-BI-10000829
First Class,2019-06-21,2019-06-20,RC-19825,OFF-BI-10000320
Second Class,2019-09-10,2019-09-08,VM-21685,OFF-BI-10001989
Second Class,2019-09-10,2019-09-08,VM-21685,OFF-BI-10002225
Second Class,2019-09-13,2019-09-09,AT-10735,OFF-BI-10004654
First Class,2019-09-06,2019-09-05,JH-15985,OFF-BI-10000050
Second Class,2019-08-06,2019-08-04,LC-16930,OFF-BI-10000343
Second Class,2019-08-06,2019-08-04,LC-16930,OFF-BI-10003291
Second Class,2019-08-04,2019-08-02,BF-11020,OFF-BI-10000285
First Class,2019-03-16,2019-03-15,FC-14335,OFF-BI-10003529
First Class,2019-01-31,2019-01-30,SC-20725,OFF-BI-10004781
Second Class,2019-01-20,2019-01-16,EH-13945,OFF-BI-10001634
Second Class,2019-02-26,2019-02-21,MC-17635,OFF-BI-10002309
Second Class,2019-02-26,2019-02-21,MC-17635,OFF-BI-10000174
Second Class,2019-09-12,2019-09-10,DV-13465,OFF-BI-10004318
Second Class,2019-04-24,2019-04-19,JO-15280,OFF-BI-10000050
First Class,2019-04-14,2019-04-12,JF-15295,OFF-BI-10003707
Second Class,2019-04-24,2019-04-19,JO-15280,OFF-BI-10000591
First Class,2019-05-08,2019-05-05,DM-13015,OFF-BI-10003784
First Class,2019-04-27,2019-04-24,JL-15130,OFF-BI-10003355
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-BI-10002824
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-BI-10004001
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-BI-10004593
Same Day,2019-12-11,2019-12-11,WB-21850,OFF-BI-10002897
First Class,2019-12-12,2019-12-09,SP-20650,OFF-BI-10002133
Second Class,2020-02-14,2020-02-11,VW-21775,OFF-BI-10001759
Second Class,2020-03-21,2020-03-17,CL-12565,OFF-BI-10000014
Same Day,2019-12-30,2019-12-30,JP-16135,OFF-BI-10002194
First Class,2019-10-22,2019-10-20,AG-10495,OFF-BI-10004209
First Class,2019-10-20,2019-10-17,NK-18490,OFF-BI-10003981
Second Class,2019-09-24,2019-09-19,CC-12430,OFF-BI-10003355
Same Day,2019-11-18,2019-11-18,BE-11410,OFF-BI-10002437
First Class,2019-11-17,2019-11-16,IM-15055,OFF-BI-10004967
Second Class,2019-11-17,2019-11-15,TG-21310,OFF-BI-10002982
Second Class,2019-11-17,2019-11-15,TG-21310,OFF-BI-10003527
Second Class,2019-11-01,2019-10-29,LH-17155,OFF-BI-10004236
First Class,2019-10-29,2019-10-28,AS-10285,OFF-BI-10002225
First Class,2019-11-08,2019-11-05,JH-15985,OFF-BI-10002082
Second Class,2019-11-13,2019-11-10,AI-10855,OFF-BI-10004656
First Class,2019-11-09,2019-11-07,EM-14095,OFF-BI-10001636
First Class,2019-11-09,2019-11-07,EM-14095,OFF-BI-10001294
First Class,2019-11-12,2019-11-10,CC-12430,OFF-BI-10004970
First Class,2019-11-12,2019-11-10,PC-18745,OFF-BI-10003364
First Class,2020-12-06,2020-12-05,PB-18805,OFF-BI-10002071
First Class,2020-12-06,2020-12-05,PB-18805,OFF-BI-10001524
First Class,2020-12-06,2020-12-05,PB-18805,OFF-BI-10001543
Same Day,2020-12-10,2020-12-10,LS-16975,OFF-BI-10004965
Second Class,2020-10-08,2020-10-05,PO-19195,OFF-BI-10004492
First Class,2020-02-20,2020-02-17,CK-12325,OFF-BI-10001525
First Class,2020-07-05,2020-07-02,AH-10120,OFF-BI-10001787
First Class,2020-08-30,2020-08-27,MR-17545,OFF-BI-10003910
First Class,2020-09-09,2020-09-07,Dp-13240,OFF-BI-10003291
Second Class,2020-08-13,2020-08-11,DR-12940,OFF-BI-10000632
First Class,2020-08-02,2020-07-30,TC-21475,OFF-BI-10001071
First Class,2020-04-21,2020-04-20,BE-11455,OFF-BI-10000174
First Class,2020-04-15,2020-04-14,CL-12700,OFF-BI-10003460
First Class,2020-03-26,2020-03-23,SJ-20125,OFF-BI-10002103
Same Day,2020-06-04,2020-06-04,EH-14005,OFF-BI-10004141
Same Day,2020-06-04,2020-06-04,EH-14005,OFF-BI-10002353
First Class,2020-05-11,2020-05-09,LB-16795,OFF-BI-10004330
Second Class,2020-05-18,2020-05-13,CW-11905,OFF-BI-10002082
Second Class,2020-05-22,2020-05-18,PP-18955,OFF-BI-10001267
Second Class,2020-12-02,2020-11-30,HP-14815,OFF-BI-10003984
Second Class,2020-11-14,2020-11-10,DR-12940,OFF-BI-10004099
First Class,2020-11-22,2020-11-19,AS-10135,OFF-BI-10000404
Same Day,2020-11-19,2020-11-19,AP-10720,OFF-BI-10001628
Second Class,2020-12-14,2020-12-11,RS-19870,OFF-BI-10002012
Second Class,2020-12-15,2020-12-10,SU-20665,OFF-BI-10003476
First Class,2020-10-01,2020-09-28,DS-13030,OFF-BI-10001718
First Class,2020-10-05,2020-10-02,Dp-13240,OFF-BI-10003984
First Class,2020-10-05,2020-10-02,Dp-13240,OFF-BI-10000977
Second Class,2020-09-22,2020-09-17,SJ-20125,OFF-BI-10002412
Same Day,2020-09-19,2020-09-19,FG-14260,OFF-BI-10001132
Same Day,2020-11-04,2020-11-04,FM-14290,OFF-BI-10004040
Same Day,2020-11-04,2020-11-04,FM-14290,OFF-BI-10001308
Same Day,2020-11-04,2020-11-04,FM-14290,OFF-BI-10003094
Same Day,2019-07-11,2019-07-10,NZ-18565,OFF-BI-10001658
First Class,2019-07-02,2019-07-01,NZ-18565,OFF-BI-10000145
Second Class,2019-06-16,2019-06-12,AW-10930,OFF-BI-10001525
Same Day,2019-06-26,2019-06-26,SN-20560,OFF-BI-10000773
Second Class,2019-09-07,2019-09-02,RD-19810,OFF-BI-10001132
First Class,2019-09-05,2019-09-03,PK-18910,OFF-BI-10000545
First Class,2019-09-03,2019-09-01,AB-10060,OFF-BI-10004995
First Class,2019-09-03,2019-09-01,AB-10060,OFF-BI-10002160
First Class,2019-07-26,2019-07-25,KM-16375,OFF-BI-10003694
First Class,2019-05-23,2019-05-20,EH-14125,OFF-BI-10003638
Second Class,2019-04-14,2019-04-09,SW-20350,OFF-BI-10000831
First Class,2019-12-21,2019-12-18,AH-10120,OFF-BI-10001670
Second Class,2019-12-28,2019-12-24,RB-19795,OFF-BI-10001575
Second Class,2019-12-24,2019-12-22,ED-13885,OFF-BI-10004002
First Class,2020-01-02,2020-01-01,DP-13390,OFF-BI-10002012
First Class,2019-10-07,2019-10-06,LB-16795,OFF-BI-10002571
First Class,2019-10-07,2019-10-06,LB-16795,OFF-BI-10002824
Second Class,2019-10-26,2019-10-21,DP-13390,OFF-BI-10001120
First Class,2019-09-21,2019-09-19,RH-19510,OFF-BI-10004826
Same Day,2019-09-19,2019-09-19,EH-14125,OFF-BI-10004654
Second Class,2019-09-23,2019-09-19,SD-20485,OFF-BI-10000756
Second Class,2019-09-26,2019-09-23,JS-15940,OFF-BI-10002071
Second Class,2019-09-28,2019-09-23,CR-12580,OFF-BI-10004187
First Class,2019-11-29,2019-11-26,PA-19060,OFF-BI-10000145
First Class,2020-09-01,2020-08-29,CP-12085,OFF-BI-10002012
First Class,2020-06-20,2020-06-17,LS-17200,OFF-BI-10000546
First Class,2020-06-20,2020-06-17,LS-17200,OFF-BI-10001294
Second Class,2020-07-24,2020-07-21,KL-16555,OFF-BI-10001890
Second Class,2020-07-24,2020-07-21,KL-16555,OFF-BI-10004224
First Class,2020-09-05,2020-09-04,AS-10045,OFF-BI-10002931
First Class,2020-08-13,2020-08-11,SF-20965,OFF-BI-10004209
Second Class,2020-08-23,2020-08-18,NG-18355,OFF-BI-10002824
First Class,2020-08-19,2020-08-17,EH-13765,OFF-BI-10003091
First Class,2020-04-27,2020-04-24,DK-12835,OFF-BI-10002414
First Class,2020-04-27,2020-04-24,DK-12835,OFF-BI-10002813
First Class,2020-04-26,2020-04-23,GG-14650,OFF-BI-10000285
First Class,2020-04-17,2020-04-15,BP-11095,OFF-BI-10004654
First Class,2020-04-15,2020-04-13,RW-19630,OFF-BI-10003091
Second Class,2020-04-14,2020-04-10,MG-18205,OFF-BI-10003712
Second Class,2020-04-02,2020-03-31,JE-15610,OFF-BI-10000474
Second Class,2020-04-02,2020-03-31,JE-15610,OFF-BI-10001153
Second Class,2020-06-03,2020-06-01,HW-14935,OFF-BI-10002072
First Class,2020-05-19,2020-05-18,TB-21355,OFF-BI-10000315
Second Class,2020-05-15,2020-05-12,AC-10420,OFF-BI-10002133
Second Class,2020-06-02,2020-05-28,TH-21235,OFF-BI-10004364
Same Day,2020-05-20,2020-05-20,AR-10405,OFF-BI-10002225
First Class,2020-09-11,2020-09-08,BF-11020,OFF-BI-10002429
